Cycle
NEDC
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	3.7	1
13	7.5	1
14	11.2	1
15	15	1
16	15	1
17	15	1
18	15	1
19	15	1
20	15	1
21	15	1
22	15	1
23	15	1
24	12.5	1
25	10	1
26	6.7	0
27	3.3	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	3	1
51	6	1
52	9	1
53	12	1
54	15	1
55	15	1
56	15	1
57	18.4	2
58	21.8	2
59	25.2	2
60	28.6	2
61	32	2
62	32	2
63	32	2
64	32	2
65	32	2
66	32	2
67	32	2
68	32	2
69	32	2
70	32	2
71	32	2
72	32	2
73	32	2
74	32	2
75	32	2
76	32	2
77	32	2
78	32	2
79	32	2
80	32	2
81	32	2
82	32	2
83	32	2
84	32	2
85	32	2
86	29.2	2
87	26.5	2
88	23.7	2
89	21	2
90	18.2	2
91	15.5	2
92	12.7	2
93	10	2
94	6.7	0
95	3.3	0
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
101	0	0
102	0	0
103	0	0
104	0	0
105	0	0
106	0	0
107	0	0
108	0	0
109	0	0
110	0	0
111	0	0
112	0	0
113	0	0
114	0	0
115	0	0
116	0	0
117	0	0
118	3	1
119	6	1
120	9	1
121	12	1
122	15	1
123	15	1
124	15	1
125	17.2	2
126	19.4	2
127	21.7	2
128	23.9	2
129	26.1	2
130	28.3	2
131	30.6	2
132	32.8	2
133	35	2
134	35	2
135	35	2
136	36.9	3
137	38.7	3
138	40.6	3
139	42.5	3
140	44.4	3
141	46.2	3
142	48.1	3
143	50	3
144	50	3
145	50	3
146	50	3
147	50	3
148	50	3
149	50	3
150	50	3
151	50	3
152	50	3
153	50	3
154	50	3
155	50	3
156	48.1	3
157	46.2	3
158	44.4	3
159	42.5	3
160	40.6	3
161	38.7	3
162	36.9	3
163	35	3
164	35	3
165	35	3
166	35	3
167	35	3
168	35	3
169	35	3
170	35	3
171	35	3
172	35	3
173	35	3
174	35	3
175	35	3
176	35	3
177	35	3
178	35	3
179	31.42857143	2
180	27.85714286	2
181	24.28571429	2
182	20.71428571	2
183	17.14285714	2
184	13.57142857	2
185	10	2
186	6.67	0
187	3.33	0
188	0	0
189	0	0
190	0	0
191	0	0
192	0	0
193	0	0
194	0	0
195	0	0
196	0	0
197	0	0
198	0	0
199	0	0
200	0	0
201	0	0
202	0	0
203	0	0
204	0	0
205	0	0
206	0	0
207	3.7	1
208	7.5	1
209	11.2	1
210	15	1
211	15	1
212	15	1
213	15	1
214	15	1
215	15	1
216	15	1
217	15	1
218	15	1
219	12.5	1
220	10	1
221	6.7	0
222	3.3	0
223	0	0
224	0	0
225	0	0
226	0	0
227	0	0
228	0	0
229	0	0
230	0	0
231	0	0
232	0	0
233	0	0
234	0	0
235	0	0
236	0	0
237	0	0
238	0	0
239	0	0
240	0	0
241	0	0
242	0	0
243	0	0
244	0	0
245	3	1
246	6	1
247	9	1
248	12	1
249	15	1
250	15	1
251	15	1
252	18.4	2
253	21.8	2
254	25.2	2
255	28.6	2
256	32	2
257	32	2
258	32	2
259	32	2
260	32	2
261	32	2
262	32	2
263	32	2
264	32	2
265	32	2
266	32	2
267	32	2
268	32	2
269	32	2
270	32	2
271	32	2
272	32	2
273	32	2
274	32	2
275	32	2
276	32	2
277	32	2
278	32	2
279	32	2
280	32	2
281	29.2	2
282	26.5	2
283	23.7	2
284	21	2
285	18.2	2
286	15.5	2
287	12.7	2
288	10	2
289	6.7	0
290	3.3	0
291	0	0
292	0	0
293	0	0
294	0	0
295	0	0
296	0	0
297	0	0
298	0	0
299	0	0
300	0	0
301	0	0
302	0	0
303	0	0
304	0	0
305	0	0
306	0	0
307	0	0
308	0	0
309	0	0
310	0	0
311	0	0
312	0	0
313	3	1
314	6	1
315	9	1
316	12	1
317	15	1
318	15	1
319	15	1
320	17.2	2
321	19.4	2
322	21.7	2
323	23.9	2
324	26.1	2
325	28.3	2
326	30.6	2
327	32.8	2
328	35	2
329	35	2
330	35	2
331	36.9	3
332	38.7	3
333	40.6	3
334	42.5	3
335	44.4	3
336	46.2	3
337	48.1	3
338	50	3
339	50	3
340	50	3
341	50	3
342	50	3
343	50	3
344	50	3
345	50	3
346	50	3
347	50	3
348	50	3
349	50	3
350	50	3
351	48.1	3
352	46.2	3
353	44.4	3
354	42.5	3
355	40.6	3
356	38.7	3
357	36.9	3
358	35	3
359	35	3
360	35	3
361	35	3
362	35	3
363	35	3
364	35	3
365	35	3
366	35	3
367	35	3
368	35	3
369	35	3
370	35	3
371	35	3
372	35	3
373	35	3
374	31.42857143	2
375	27.85714286	2
376	24.28571429	2
377	20.71428571	2
378	17.14285714	2
379	13.57142857	2
380	10	2
381	6.67	0
382	3.33	0
383	0	0
384	0	0
385	0	0
386	0	0
387	0	0
388	0	0
389	0	0
390	0	0
391	0	0
392	0	0
393	0	0
394	0	0
395	0	0
396	0	0
397	0	0
398	0	0
399	0	0
400	0	0
401	0	0
402	3.7	1
403	7.5	1
404	11.2	1
405	15	1
406	15	1
407	15	1
408	15	1
409	15	1
410	15	1
411	15	1
412	15	1
413	15	1
414	12.5	1
415	10	1
416	6.7	0
417	3.3	0
418	0	0
419	0	0
420	0	0
421	0	0
422	0	0
423	0	0
424	0	0
425	0	0
426	0	0
427	0	0
428	0	0
429	0	0
430	0	0
431	0	0
432	0	0
433	0	0
434	0	0
435	0	0
436	0	0
437	0	0
438	0	0
439	0	0
440	3	1
441	6	1
442	9	1
443	12	1
444	15	1
445	15	1
446	15	1
447	18.4	2
448	21.8	2
449	25.2	2
450	28.6	2
451	32	2
452	32	2
453	32	2
454	32	2
455	32	2
456	32	2
457	32	2
458	32	2
459	32	2
460	32	2
461	32	2
462	32	2
463	32	2
464	32	2
465	32	2
466	32	2
467	32	2
468	32	2
469	32	2
470	32	2
471	32	2
472	32	2
473	32	2
474	32	2
475	32	2
476	29.2	2
477	26.5	2
478	23.7	2
479	21	2
480	18.2	2
481	15.5	2
482	12.7	2
483	10	2
484	6.7	0
485	3.3	0
486	0	0
487	0	0
488	0	0
489	0	0
490	0	0
491	0	0
492	0	0
493	0	0
494	0	0
495	0	0
496	0	0
497	0	0
498	0	0
499	0	0
500	0	0
501	0	0
502	0	0
503	0	0
504	0	0
505	0	0
506	0	0
507	0	0
508	3	1
509	6	1
510	9	1
511	12	1
512	15	1
513	15	1
514	15	1
515	17.2	2
516	19.4	2
517	21.7	2
518	23.9	2
519	26.1	2
520	28.3	2
521	30.6	2
522	32.8	2
523	35	2
524	35	2
525	35	2
